,State,Maths %,Science %
150788,TR,14.83,58.18
150888,TR,14.91,58.18
149752,TR,14.98,58.18
149619,TR,15.0,54.64
145582,TR,15.0,52.25
151075,TR,15.0,49.86
150489,TR,15.0,45.07
148447,TR,15.0,47.46
145330,TR,15.0,35.5
148758,TR,15.0,42.68
147669,TR,15.0,40.29
148322,TR,15.0,37.89
148987,TR,15.05,58.18
151425,TR,15.12,58.18
145234,TR,15.2,58.18
150845,TR,15.25,33.11
147447,TR,15.25,38.75
148642,TR,15.25,40.0
145644,TR,15.25,30.72
151080,TR,15.25,28.32
147815,TR,15.25,29.09
145892,TR,15.25,25.93
151078,TR,15.25,25.45
151222,TR,15.25,23.54
147118,TR,15.25,16.36
150711,TR,15.25,18.75
146677,TR,15.25,21.15
146790,TR,15.27,58.18
151184,TR,15.34,58.18
147441,TR,15.42,58.18
147779,TR,15.49,58.18
146847,TR,15.56,58.18
147778,TR,15.63,57.14
145862,TR,15.71,57.14
149973,TR,15.78,57.14
151177,TR,15.85,57.14
149211,TR,15.92,57.14
147031,TR,16.0,57.14
146843,TR,16.07,57.14
151262,TR,16.14,57.14
149139,TR,16.22,57.14
149132,TR,16.29,57.14
149934,TR,16.36,57.14
149147,TR,16.43,57.14
148990,TR,16.51,57.14
150892,TR,16.58,56.36
149201,TR,16.65,56.36
147519,TR,16.67,36.25
146643,TR,16.67,37.5
149624,TR,16.67,33.75
149320,TR,16.67,35.0
150998,TR,16.67,31.25
147495,TR,16.67,32.5
146064,TR,16.67,30.0
151236,TR,16.67,27.5
145638,TR,16.67,28.75
147473,TR,16.67,35.55
145888,TR,16.67,26.25
147116,TR,16.67,25.0
145304,TR,16.67,25.22
148019,TR,16.67,25.45
146040,TR,16.67,35.71
145890,TR,16.67,25.67
150236,TR,16.67,25.9
146126,TR,16.67,26.79
151181,TR,16.67,26.12
149749,TR,16.67,26.34
145289,TR,16.67,26.57
145789,TR,16.72,56.36
145458,TR,16.8,56.36
145755,TR,16.87,56.36
146086,TR,16.94,56.36
150245,TR,16.95,35.39
151357,TR,16.95,34.9
150274,TR,16.95,35.06
150251,TR,16.95,35.22
145424,TR,16.95,64.37
151217,TR,16.95,34.74
150237,TR,16.95,34.58
148562,TR,16.95,66.07
150592,TR,16.95,34.42
147691,TR,16.95,33.93
150308,TR,16.95,34.25
147370,TR,16.95,34.09
149560,TR,17.02,56.36
146347,TR,17.09,56.36
146299,TR,17.16,56.36
145238,TR,17.23,56.36
145233,TR,17.31,56.36
145252,TR,17.38,56.36
147787,TR,17.45,56.36
146303,TR,17.52,56.36
151263,TR,17.6,56.36
149006,TR,17.67,56.36
145762,TR,17.74,55.36
147481,TR,17.82,55.36
151417,TR,17.89,55.36
149482,TR,17.96,55.36
149059,TR,18.03,55.36
147440,TR,18.11,55.36
145213,TR,18.18,55.36
150272,TR,18.25,55.36
148361,TR,18.32,54.55
148048,TR,18.33,32.93
146997,TR,18.33,33.33
151188,TR,18.33,59.25
150846,TR,18.33,60.96
150630,TR,18.33,62.66
147446,TR,18.33,33.73
149895,TR,18.33,34.12
150803,TR,18.33,54.14
148678,TR,18.33,55.84
145378,TR,18.33,57.55
149610,TR,18.33,52.43
148196,TR,18.33,34.52
150309,TR,18.33,49.02
145986,TR,18.33,50.73
149897,TR,18.33,34.92
151173,TR,18.33,45.62
146655,TR,18.33,47.32
151144,TR,18.33,42.21
145411,TR,18.33,43.91
147451,TR,18.33,35.31
149347,TR,18.33,38.8
145416,TR,18.33,40.5
147657,TR,18.33,33.68
147230,TR,18.33,35.39
147411,TR,18.33,35.71
145830,TR,18.33,37.09
147737,TR,18.33,34.55
151407,TR,18.33,31.98
145152,TR,18.33,33.93
147618,TR,18.33,32.73
147161,TR,18.33,30.91
147345,TR,18.33,28.57
145265,TR,18.33,30.27
146794,TR,18.4,54.55
145521,TR,18.47,54.55
147919,TR,18.54,54.55
146786,TR,18.61,54.55
149700,TR,18.64,32.54
147485,TR,18.64,32.14
151220,TR,18.64,31.35
150800,TR,18.64,31.74
148554,TR,18.64,38.83
151072,TR,18.64,28.97
150651,TR,18.64,29.36
150241,TR,18.64,29.76
148646,TR,18.64,30.16
148448,TR,18.64,30.55
147493,TR,18.64,30.95
148251,TR,18.64,39.12
150640,TR,18.64,27.38
150210,TR,18.64,27.78
145706,TR,18.64,28.17
145477,TR,18.64,28.57
147534,TR,18.64,26.98
149896,TR,18.64,39.42
150648,TR,18.64,26.59
145332,TR,18.64,39.71
145133,TR,18.64,40.0
150490,TR,18.64,26.19
148904,TR,18.64,34.55
145455,TR,18.64,25.79
146200,TR,18.64,32.73
147619,TR,18.64,25.0
146036,TR,18.64,25.0
151196,TR,18.64,25.4
149469,TR,18.69,54.55
147073,TR,18.76,54.55
146311,TR,18.83,54.55
148995,TR,18.91,54.55
148157,TR,18.98,54.55
150192,TR,19.05,54.55
149954,TR,19.12,54.55
148321,TR,19.2,54.55
145231,TR,19.27,54.55
149575,TR,19.34,54.55
150304,TR,19.41,54.55
149153,TR,19.49,54.55
147198,TR,19.56,53.57
145792,TR,19.63,53.57
149559,TR,19.71,53.57
146710,TR,19.78,53.57
145558,TR,19.85,53.57
149563,TR,19.92,53.57
149925,TR,20.0,53.57
149756,TR,20.0,38.54
151240,TR,20.0,37.96
150840,TR,20.0,38.25
151429,TR,20.0,37.08
150247,TR,20.0,37.37
146152,TR,20.0,37.66
151190,TR,20.0,35.62
149282,TR,20.0,35.91
148827,TR,20.0,36.2
146891,TR,20.0,36.49
146097,TR,20.0,36.79
150710,TR,20.0,35.03
149622,TR,20.0,35.33
147866,TR,20.0,29.13
151063,TR,20.0,34.16
150196,TR,20.0,34.45
147492,TR,20.0,34.74
146235,TR,20.0,33.57
146080,TR,20.0,33.87
148051,TR,20.0,29.34
151216,TR,20.0,32.4
151067,TR,20.0,32.7
149983,TR,20.0,32.99
146061,TR,20.0,33.28
148063,TR,20.0,29.54
149635,TR,20.0,32.11
145776,TR,20.0,31.53
145574,TR,20.0,31.82
148263,TR,20.0,29.75
148400,TR,20.0,29.95
150755,TR,20.0,30.94
147810,TR,20.0,31.24
145953,TR,20.0,30.16
145992,TR,20.0,30.36
145138,TR,20.0,30.36
148154,TR,20.0,30.65
149653,TR,20.07,53.57
148320,TR,20.14,53.57
149937,TR,20.21,53.57
145625,TR,20.29,53.57
147474,TR,20.34,49.08
150488,TR,20.34,28.52
147648,TR,20.34,28.73
146211,TR,20.34,28.93
148049,TR,20.34,49.69
151145,TR,20.34,27.91
150866,TR,20.34,28.11
148469,TR,20.34,28.32
145328,TR,20.34,50.3
150830,TR,20.34,26.68
150644,TR,20.34,26.89
150634,TR,20.34,27.09
149317,TR,20.34,27.3
146204,TR,20.34,27.5
145281,TR,20.34,27.7
150935,TR,20.34,25.87
147486,TR,20.34,26.07
146239,TR,20.34,26.27
145503,TR,20.34,26.48
148282,TR,20.34,50.91
150271,TR,20.34,25.46
145412,TR,20.34,25.66
147701,TR,20.34,24.84
146918,TR,20.34,25.05
145736,TR,20.34,25.25
146238,TR,20.34,39.29
150823,TR,20.34,24.64
147715,TR,20.34,26.79
150436,TR,20.34,24.03
149910,TR,20.34,24.23
147663,TR,20.34,24.44
145646,TR,20.34,23.82
147623,TR,20.34,26.79
150382,TR,20.34,23.21
148636,TR,20.34,23.62
147699,TR,20.34,23.21
145272,TR,20.34,23.41
145283,TR,20.36,53.57
146381,TR,20.43,53.57
147101,TR,20.51,53.57
149566,TR,20.58,53.57
146374,TR,20.65,53.57
149818,TR,20.72,53.57
149947,TR,20.8,53.57
150899,TR,20.87,53.57
146886,TR,20.94,52.73
149724,TR,21.01,52.73
149951,TR,21.09,52.73
147065,TR,21.16,52.73
149391,TR,21.23,52.73
146562,TR,21.31,52.73
145763,TR,21.38,52.73
147717,TR,21.45,52.73
148325,TR,21.52,52.73
146406,TR,21.6,52.73
148580,TR,21.67,52.73
150496,TR,21.67,47.85
145697,TR,21.67,48.46
148819,TR,21.67,47.24
145954,TR,21.67,36.32
150558,TR,21.67,44.79
148842,TR,21.67,45.41
146065,TR,21.67,46.02
145413,TR,21.67,46.63
148450,TR,21.67,43.57
147498,TR,21.67,44.18
150743,TR,21.67,42.96
150565,TR,21.67,41.74
145382,TR,21.67,42.35
148068,TR,21.67,36.91
150550,TR,21.67,39.9
149849,TR,21.67,40.51
149524,TR,21.67,41.12
151079,TR,21.67,37.57
150826,TR,21.67,38.43
145713,TR,21.67,39.29
151176,TR,21.67,35.86
148737,TR,21.67,36.71
145136,TR,21.67,37.5
150901,TR,21.67,35.0
151299,TR,21.67,33.28
150785,TR,21.67,34.14
145215,TR,21.67,32.42
147131,TR,21.67,33.93
148167,TR,21.67,30.7
145288,TR,21.67,31.56
149154,TR,21.67,29.85
147158,TR,21.67,27.27
147989,TR,21.67,28.99
145284,TR,21.67,28.13
145258,TR,21.74,52.73
145559,TR,21.81,52.73
149217,TR,21.89,52.73
146745,TR,21.96,52.73
147566,TR,22.03,35.73
148286,TR,22.03,59.26
149152,TR,22.03,60.71
150529,TR,22.03,35.14
145991,TR,22.03,47.27
150832,TR,22.03,31.57
150340,TR,22.03,32.16
150279,TR,22.03,32.76
150197,TR,22.03,33.36
146630,TR,22.03,33.95
146194,TR,22.03,34.55
150834,TR,22.03,30.38
146081,TR,22.03,30.97
147817,TR,22.03,43.64
150995,TR,22.03,28.59
150344,TR,22.03,29.18
145642,TR,22.03,29.78
148880,TR,22.03,26.8
147739,TR,22.03,27.39
147439,TR,22.03,27.99
149961,TR,22.03,26.2
147615,TR,22.03,41.07
150354,TR,22.03,25.01
146301,TR,22.03,25.6
145271,TR,22.03,35.71
150902,TR,22.03,23.22
149516,TR,22.03,23.82
145885,TR,22.03,24.41
147804,TR,22.03,27.27
145359,TR,22.03,21.43
145873,TR,22.03,22.62
148753,TR,22.03,22.03
149148,TR,22.03,52.73
150968,TR,22.11,52.73
147522,TR,22.18,52.73
145217,TR,22.25,52.73
147551,TR,22.32,52.73
146691,TR,22.4,51.79
149747,TR,22.47,51.79
147174,TR,22.54,51.79
149394,TR,22.61,51.79
147054,TR,22.69,51.79
145774,TR,22.76,51.79
145711,TR,22.83,51.79
146793,TR,22.91,51.79
146915,TR,22.98,51.79
148324,TR,23.05,51.79
149334,TR,23.12,51.79
145267,TR,23.2,51.79
149129,TR,23.27,50.91
148468,TR,23.33,57.81
145705,TR,23.33,56.36
148194,TR,23.33,41.11
150493,TR,23.33,53.46
146917,TR,23.33,54.91
149731,TR,23.33,49.1
149102,TR,23.33,50.56
148832,TR,23.33,52.01
148557,TR,23.33,41.7
145622,TR,23.33,46.2
145174,TR,23.33,47.65
151053,TR,23.33,40.4
151005,TR,23.33,41.85
150905,TR,23.33,43.3
150317,TR,23.33,44.75
148274,TR,23.33,42.28
151330,TR,23.33,36.05
146232,TR,23.33,37.5
146127,TR,23.33,38.95
149507,TR,23.33,30.25
148643,TR,23.33,31.7
147735,TR,23.33,33.15
147714,TR,23.33,34.6
145132,TR,23.33,42.86
150829,TR,23.33,28.8
147025,TR,23.33,24.44
145578,TR,23.33,25.9
145210,TR,23.33,27.35
147598,TR,23.33,40.0
151307,TR,23.33,20.09
148158,TR,23.33,21.54
148140,TR,23.33,22.99
145134,TR,23.33,37.5
149316,TR,23.33,18.64
146151,TR,23.33,28.57
147365,TR,23.33,26.79
149952,TR,23.33,17.19
146020,TR,23.33,14.29
150813,TR,23.33,15.74
146339,TR,23.34,50.91
149144,TR,23.41,50.91
149569,TR,23.49,50.91
145240,TR,23.56,50.91
146904,TR,23.63,50.91
149137,TR,23.7,50.91
147671,TR,23.73,39.95
146640,TR,23.73,40.53
150147,TR,23.73,38.78
145583,TR,23.73,39.37
148056,TR,23.73,59.95
150519,TR,23.73,37.04
149321,TR,23.73,37.62
149275,TR,23.73,38.2
149611,TR,23.73,35.29
148872,TR,23.73,35.87
146210,TR,23.73,36.45
148550,TR,23.73,61.32
146084,TR,23.73,34.12
145171,TR,23.73,34.71
148434,TR,23.73,62.7
150347,TR,23.73,32.38
148537,TR,23.73,32.96
147443,TR,23.73,33.54
147026,TR,23.73,31.79
145425,TR,23.73,64.07
150484,TR,23.73,31.21
149710,TR,23.73,65.45
149608,TR,23.73,30.63
148534,TR,23.73,30.05
145933,TR,23.73,63.64
147990,TR,23.73,29.46
146880,TR,23.73,28.88
145993,TR,23.73,45.45
149099,TR,23.73,33.93
149151,TR,23.73,27.72
148327,TR,23.73,28.3
150707,TR,23.73,27.13
145273,TR,23.73,32.73
147133,TR,23.73,32.14
148331,TR,23.73,26.55
151426,TR,23.73,24.8
151225,TR,23.73,25.39
145291,TR,23.73,25.97
149811,TR,23.73,23.64
148640,TR,23.73,24.22
149115,TR,23.78,50.91
147993,TR,23.85,50.91
147915,TR,23.92,50.91
149933,TR,24.0,50.91
146749,TR,24.07,50.91
149564,TR,24.14,50.91
145630,TR,24.21,50.91
149948,TR,24.29,50.91
149953,TR,24.36,50.0
149552,TR,24.43,50.0
147182,TR,24.5,50.0
146893,TR,24.58,50.0
149128,TR,24.65,50.0
149950,TR,24.72,50.0
146565,TR,24.8,50.0
148316,TR,24.87,50.0
145255,TR,24.94,50.0
145322,TR,25.0,57.64
148871,TR,25.0,58.57
148164,TR,25.0,57.2
145326,TR,25.0,58.86
150909,TR,25.0,55.82
150770,TR,25.0,47.57
150378,TR,25.0,48.94
149481,TR,25.0,50.32
148841,TR,25.0,51.69
147513,TR,25.0,53.07
145701,TR,25.0,54.44
149119,TR,25.0,43.44
147564,TR,25.0,44.82
146421,TR,25.0,46.19
148412,TR,25.0,60.07
150647,TR,25.0,39.31
150202,TR,25.0,40.69
149116,TR,25.0,42.06
151353,TR,25.0,36.56
145567,TR,25.0,37.94
150143,TR,25.0,32.44
147113,TR,25.0,33.81
145784,TR,25.0,35.19
145334,TR,25.0,61.29
148536,TR,25.0,29.68
147021,TR,25.0,31.06
145780,TR,25.0,28.31
147361,TR,25.0,62.5
145618,TR,25.0,26.93
148334,TR,25.0,25.56
147816,TR,25.0,21.43
148338,TR,25.0,22.81
148326,TR,25.0,24.18
146675,TR,25.01,50.0
149442,TR,25.09,50.0
145576,TR,25.16,50.0
149957,TR,25.23,49.09
145527,TR,25.3,49.09
145453,TR,25.38,49.09
151032,TR,25.42,55.21
146325,TR,25.42,56.43
147558,TR,25.42,54.0
150193,TR,25.42,52.79
151329,TR,25.42,50.36
150494,TR,25.42,51.57
150804,TR,25.42,46.71
147496,TR,25.42,47.93
145179,TR,25.42,49.14
146990,TR,25.42,65.36
151174,TR,25.42,40.64
146408,TR,25.42,41.86
146078,TR,25.42,43.07
145961,TR,25.42,44.29
145579,TR,25.42,45.5
151139,TR,25.42,38.21
150282,TR,25.42,39.43
145422,TR,25.42,66.43
150551,TR,25.42,35.79
148868,TR,25.42,37.0
151304,TR,25.42,29.71
151233,TR,25.42,30.93
150203,TR,25.42,32.14
148738,TR,25.42,33.36
145276,TR,25.42,34.57
148066,TR,25.42,67.5
148335,TR,25.42,28.5
151308,TR,25.42,22.43
151241,TR,25.42,23.64
151169,TR,25.42,24.86
148020,TR,25.42,26.07
145459,TR,25.42,27.29
147130,TR,25.42,68.57
146924,TR,25.42,69.64
146535,TR,25.42,21.21
145738,TR,25.42,20.0
145211,TR,25.42,46.43
149117,TR,25.42,37.5
146021,TR,25.42,30.91
146463,TR,25.42,23.64
151194,TR,25.42,27.27
151422,TR,25.45,49.09
146882,TR,25.52,49.09
151402,TR,25.6,49.09
146797,TR,25.67,49.09
145563,TR,25.74,49.09
149395,TR,25.81,49.09
147199,TR,25.89,49.09
145970,TR,25.96,49.09
149928,TR,26.03,49.09
149587,TR,26.1,49.09
149556,TR,26.18,49.09
147058,TR,26.25,49.09
149515,TR,26.32,49.09
146094,TR,26.4,49.09
150839,TR,26.47,49.09
146829,TR,26.54,49.09
151231,TR,26.61,49.09
145358,TR,26.67,64.28
151228,TR,26.67,61.07
150809,TR,26.67,62.14
149734,TR,26.67,63.21
146636,TR,26.67,57.86
145872,TR,26.67,58.93
145570,TR,26.67,60.0
146994,TR,26.67,82.02
151219,TR,26.67,53.57
150173,TR,26.67,54.64
148867,TR,26.67,55.71
145997,TR,26.67,56.78
150862,TR,26.67,49.29
150819,TR,26.67,50.36
150435,TR,26.67,51.43
146076,TR,26.67,52.5
148545,TR,26.67,84.28
148897,TR,26.67,48.22
146993,TR,26.67,86.54
150766,TR,26.67,45.0
150732,TR,26.67,46.07
146058,TR,26.67,47.14
150444,TR,26.67,43.93
148416,TR,26.67,88.81
148684,TR,26.67,41.79
147074,TR,26.67,42.86
148930,TR,26.67,91.07
149945,TR,26.67,40.72
146835,TR,26.67,41.07
145884,TR,26.67,39.64
150270,TR,26.67,36.43
148330,TR,26.67,37.5
145772,TR,26.67,38.57
146032,TR,26.67,41.07
150736,TR,26.67,34.29
148169,TR,26.67,35.36
147661,TR,26.67,33.22
146480,TR,26.67,38.18
145864,TR,26.67,32.15
147747,TR,26.67,34.55
147704,TR,26.67,30.0
146673,TR,26.67,31.08
147803,TR,26.67,26.79
147368,TR,26.67,28.93
149274,TR,26.67,27.86
146771,TR,26.69,49.09
150151,TR,26.76,49.09
148751,TR,26.83,49.09
146476,TR,26.9,49.09
150467,TR,26.98,48.21
146682,TR,27.05,48.21
148190,TR,27.12,62.44
151006,TR,27.12,77.49
145650,TR,27.12,79.76
147155,TR,27.12,63.65
145182,TR,27.12,75.23
147471,TR,27.12,64.86
150844,TR,27.12,63.92
149695,TR,27.12,66.18
147550,TR,27.12,68.44
146884,TR,27.12,70.71
145261,TR,27.12,72.97
150350,TR,27.12,52.6
149969,TR,27.12,54.87
147103,TR,27.12,57.13
146073,TR,27.12,59.39
145379,TR,27.12,61.65
148433,TR,27.12,66.06
147674,TR,27.12,48.08
146416,TR,27.12,50.34
148278,TR,27.12,67.27
148681,TR,27.12,45.81
146925,TR,27.12,54.55
148761,TR,27.12,43.55
151408,TR,27.12,39.03
145575,TR,27.12,41.29
147645,TR,27.12,45.45
147995,TR,27.12,36.76
146888,TR,27.12,39.29
147350,TR,27.12,38.18
150318,TR,27.12,34.5
145159,TR,27.12,30.91
147121,TR,27.12,28.57
148632,TR,27.12,29.98
147053,TR,27.12,32.24
149120,TR,27.12,26.79
147802,TR,27.12,25.45
148876,TR,27.12,27.71
148860,TR,27.12,48.21
145543,TR,27.2,48.21
149511,TR,27.27,48.21
148851,TR,27.34,48.21
146741,TR,27.41,48.21
150168,TR,27.49,48.21
148363,TR,27.56,48.21
149939,TR,27.63,48.21
147483,TR,27.7,48.21
146789,TR,27.78,48.21
151421,TR,27.85,48.21
147114,TR,27.92,48.21
149927,TR,28.0,48.21
146770,TR,28.07,48.21
146748,TR,28.14,48.21
151230,TR,28.21,48.21
146413,TR,28.29,48.21
150633,TR,28.33,61.24
148059,TR,28.33,43.73
149098,TR,28.33,60.03
148923,TR,28.33,44.64
150740,TR,28.33,54.0
150213,TR,28.33,55.21
148879,TR,28.33,56.41
146233,TR,28.33,57.62
145594,TR,28.33,58.83
150307,TR,28.33,51.59
145833,TR,28.33,52.79
151168,TR,28.33,45.56
150343,TR,28.33,46.76
150240,TR,28.33,47.97
150231,TR,28.33,49.18
147746,TR,28.33,50.38
148221,TR,28.33,41.07
151057,TR,28.33,44.35
150321,TR,28.33,41.94
150146,TR,28.33,43.14
150702,TR,28.33,40.73
145158,TR,28.33,32.14
149942,TR,28.33,37.11
149141,TR,28.33,38.32
147523,TR,28.33,39.52
150719,TR,28.33,33.49
145785,TR,28.33,34.7
145170,TR,28.33,35.91
150643,TR,28.33,31.08
149123,TR,28.33,32.29
147349,TR,28.33,30.36
147233,TR,28.33,28.67
145856,TR,28.33,29.87
151303,TR,28.33,27.46
147695,TR,28.33,26.26
145362,TR,28.33,30.36
147532,TR,28.33,25.05
148553,TR,28.33,21.43
149145,TR,28.33,22.64
147994,TR,28.33,23.84
146878,TR,28.36,47.27
146871,TR,28.43,47.27
149755,TR,28.5,47.27
148583,TR,28.58,47.27
147055,TR,28.65,47.27
146742,TR,28.72,47.27
147694,TR,28.79,47.27
147542,TR,28.81,42.81
147667,TR,28.81,41.9
148436,TR,28.81,45.49
145423,TR,28.81,46.38
148689,TR,28.81,40.07
145640,TR,28.81,40.98
147239,TR,28.81,38.24
145571,TR,28.81,39.16
146892,TR,28.81,47.27
150555,TR,28.81,37.33
145153,TR,28.81,41.82
150200,TR,28.81,35.5
149340,TR,28.81,36.42
146033,TR,28.81,38.18
149124,TR,28.81,37.5
151237,TR,28.81,33.67
150999,TR,28.81,34.59
147153,TR,28.81,32.73
146255,TR,28.81,28.57
150724,TR,28.81,30.93
147034,TR,28.81,31.85
145889,TR,28.81,32.76
146202,TR,28.81,27.27
146037,TR,28.81,26.79
146674,TR,28.81,30.02
150913,TR,28.81,28.19
148141,TR,28.81,29.11
148902,TR,28.81,25.45
147814,TR,28.81,25.45
151166,TR,28.81,27.28
149521,TR,28.81,26.36
147527,TR,28.87,47.27
145948,TR,28.94,47.27
149960,TR,29.01,47.27
147222,TR,29.09,47.27
146912,TR,29.16,47.27
149664,TR,29.23,46.43
149971,TR,29.3,46.43
146517,TR,29.38,46.43
148735,TR,29.45,46.43
146785,TR,29.52,46.43
149268,TR,29.59,46.43
146911,TR,29.67,46.43
150590,TR,29.74,46.43
149229,TR,29.81,46.43
148001,TR,29.89,46.43
146477,TR,29.96,46.43
146003,TR,30.0,44.6
150554,TR,30.0,42.82
146300,TR,30.0,43.71
148418,TR,30.0,36.18
151195,TR,30.0,40.15
148471,TR,30.0,41.04
146831,TR,30.0,41.93
151138,TR,30.0,37.48
150518,TR,30.0,38.37
147489,TR,30.0,39.26
150346,TR,30.0,34.8
149461,TR,30.0,35.69
146129,TR,30.0,36.58
145338,TR,30.0,37.18
146629,TR,30.0,33.91
150585,TR,30.0,31.24
150487,TR,30.0,32.13
147442,TR,30.0,33.02
146256,TR,30.0,38.18
145627,TR,30.0,30.35
151232,TR,30.0,29.46
148901,TR,30.0,26.79
146119,TR,30.0,28.57
151410,TR,30.0,27.68
150835,TR,30.03,46.43
150468,TR,30.1,45.45
146672,TR,30.18,45.45
147923,TR,30.25,45.45
145875,TR,30.32,45.45
151406,TR,30.39,45.45
149307,TR,30.47,45.45
150322,TR,30.51,34.18
148650,TR,30.51,35.18
145499,TR,30.51,33.18
151054,TR,30.51,31.18
150207,TR,30.51,32.18
146098,TR,30.51,30.18
148820,TR,30.51,64.62
145648,TR,30.51,29.18
150533,TR,30.51,28.18
148546,TR,30.51,66.07
146796,TR,30.51,27.18
150841,TR,30.51,26.18
145987,TR,30.51,51.79
149535,TR,30.51,23.18
149142,TR,30.51,24.18
148364,TR,30.51,25.18
149095,TR,30.51,35.71
151300,TR,30.51,22.18
147738,TR,30.51,32.14
148558,TR,30.51,23.21
146656,TR,30.51,21.18
145363,TR,30.51,18.18
151182,TR,30.51,20.18
145977,TR,30.51,19.18
148648,TR,30.54,45.45
148467,TR,30.61,45.45
147433,TR,30.69,45.45
148686,TR,30.76,45.45
146591,TR,30.83,45.45
145783,TR,30.9,45.45
146117,TR,30.98,44.64
145843,TR,31.05,44.64
146281,TR,31.12,44.64
149540,TR,31.19,44.64
147060,TR,31.27,44.64
151424,TR,31.34,44.64
149604,TR,31.41,44.64
149272,TR,31.49,44.64
146744,TR,31.56,44.64
147436,TR,31.63,44.64
148584,TR,31.67,63.16
150281,TR,31.67,58.8
147029,TR,31.67,60.25
146737,TR,31.67,61.71
148259,TR,31.67,76.09
150522,TR,31.67,57.34
151031,TR,31.67,54.43
148023,TR,31.67,55.89
150149,TR,31.67,51.52
148721,TR,31.67,52.98
147470,TR,31.67,78.23
146475,TR,31.67,50.07
150339,TR,31.67,45.7
146411,TR,31.67,47.16
145693,TR,31.67,48.61
149851,TR,31.67,80.36
149632,TR,31.67,42.79
146324,TR,31.67,44.25
145631,TR,31.67,41.34
146419,TR,31.67,39.88
147407,TR,31.67,42.86
150836,TR,31.67,35.52
149328,TR,31.67,36.97
146379,TR,31.67,38.43
149919,TR,31.67,34.06
151419,TR,31.67,31.15
148752,TR,31.67,32.61
148226,TR,31.67,26.79
148318,TR,31.67,29.7
147540,TR,31.67,28.24
149414,TR,31.7,44.64
146627,TR,31.78,44.64
150903,TR,31.85,44.64
150734,TR,31.92,44.64
149981,TR,31.99,44.64
146361,TR,32.07,44.64
149269,TR,32.14,43.64
150910,TR,32.2,71.83
150174,TR,32.2,73.96
150906,TR,32.2,67.56
147231,TR,32.2,69.69
148247,TR,32.2,60.71
148170,TR,32.2,65.43
148195,TR,32.2,58.93
151002,TR,32.2,61.16
147057,TR,32.2,63.29
150314,TR,32.2,59.03
148045,TR,32.2,57.14
151326,TR,32.2,54.76
146906,TR,32.2,56.89
149283,TR,32.2,48.36
148589,TR,32.2,50.49
146422,TR,32.2,52.63
148188,TR,32.2,55.36
148585,TR,32.2,44.09
145865,TR,32.2,46.23
150703,TR,32.2,41.96
149113,TR,32.2,53.57
146910,TR,32.2,39.83
145619,TR,32.2,51.79
147479,TR,32.2,37.69
145989,TR,32.2,42.86
151229,TR,32.2,29.16
149753,TR,32.2,31.29
148319,TR,32.2,33.43
147423,TR,32.2,35.56
146914,TR,32.2,27.03
147600,TR,32.2,37.5
150837,TR,32.2,24.89
145596,TR,32.2,34.55
146380,TR,32.2,22.76
148016,TR,32.2,20.63
146196,TR,32.2,20.0
150399,TR,32.2,16.36
151430,TR,32.2,18.49
145472,TR,32.21,43.64
148736,TR,32.29,43.64
148538,TR,32.36,43.64
146362,TR,32.43,43.64
150169,TR,32.5,43.64
147437,TR,32.58,43.64
146071,TR,32.65,43.64
147703,TR,32.72,43.64
149338,TR,32.79,43.64
146375,TR,32.87,43.64
149594,TR,32.94,43.64
146830,TR,33.01,43.64
146553,TR,33.09,43.64
150591,TR,33.16,43.64
146067,TR,33.23,43.64
145626,TR,33.3,43.64
148055,TR,33.33,43.36
148688,TR,33.33,62.5
147512,TR,33.33,64.29
147515,TR,33.33,66.07
150706,TR,33.33,67.86
151310,TR,33.33,69.64
146995,TR,33.33,43.79
147019,TR,33.33,71.43
150989,TR,33.33,69.26
146992,TR,33.33,44.21
146148,TR,33.33,67.09
150669,TR,33.33,62.76
149850,TR,33.33,64.92
146057,TR,33.33,44.64
146072,TR,33.33,60.59
151165,TR,33.33,56.25
146344,TR,33.33,58.42
148549,TR,33.33,41.07
149332,TR,33.33,51.91
148362,TR,33.33,54.08
149538,TR,33.33,47.58
148862,TR,33.33,49.74
150986,TR,33.33,43.24
149483,TR,33.33,45.41
150632,TR,33.38,43.64
146736,TR,33.45,43.64
150895,TR,33.52,42.86
147759,TR,33.59,42.86
148017,TR,33.67,42.86
147914,TR,33.74,42.86
145253,TR,33.81,42.86
151167,TR,33.88,42.86
145259,TR,33.9,42.94
150150,TR,33.9,42.51
148193,TR,33.9,58.18
145260,TR,33.9,42.09
148239,TR,33.9,58.18
150737,TR,33.9,40.39
149918,TR,33.9,40.81
146832,TR,33.9,41.24
145473,TR,33.9,41.66
150310,TR,33.9,39.96
146551,TR,33.9,39.11
145476,TR,33.9,39.54
149791,TR,33.9,58.18
150234,TR,33.9,38.68
147997,TR,33.9,37.83
147022,TR,33.9,38.26
147431,TR,33.9,36.98
146474,TR,33.9,37.41
146633,TR,33.9,32.73
151350,TR,33.9,35.28
149963,TR,33.9,35.71
148529,TR,33.9,36.13
146471,TR,33.9,36.56
146120,TR,33.9,34.86
146193,TR,33.9,32.73
147769,TR,33.9,34.43
149980,TR,33.9,33.58
149531,TR,33.9,34.01
146345,TR,33.9,33.16
145235,TR,33.96,42.86
149066,TR,34.03,42.86
145562,TR,34.1,42.86
149284,TR,34.18,42.86
147488,TR,34.25,42.86
147221,TR,34.32,42.86
147484,TR,34.39,42.86
