,State,Maths %,Science %
108972,MG,23.73,17.9
105913,MG,23.73,25.45
105833,MG,23.73,25.45
109219,MG,23.73,23.64
107984,MG,23.73,19.64
106785,MG,23.73,17.86
108555,MG,23.73,17.87
108547,MG,23.73,17.88
108716,MG,23.78,33.93
108512,MG,23.89,33.93
109055,MG,24.0,33.93
108977,MG,24.11,33.93
108019,MG,24.22,33.93
109170,MG,24.33,33.93
106703,MG,24.44,33.93
106199,MG,24.55,33.93
108387,MG,24.66,33.93
105779,MG,24.77,33.93
109020,MG,24.88,33.93
107955,MG,24.99,33.93
107341,MG,25.0,34.91
106692,MG,25.0,30.22
107326,MG,25.0,37.82
107069,MG,25.0,29.53
108742,MG,25.0,27.48
107372,MG,25.0,28.16
106597,MG,25.0,28.85
107184,MG,25.0,40.73
108911,MG,25.0,26.3
108867,MG,25.0,26.46
106086,MG,25.0,26.63
106537,MG,25.0,26.79
108794,MG,25.0,25.49
108773,MG,25.0,25.65
108571,MG,25.0,25.81
108367,MG,25.0,25.98
107430,MG,25.0,26.14
108713,MG,25.0,43.64
107787,MG,25.0,25.16
107394,MG,25.0,25.33
106538,MG,25.0,25.0
105936,MG,25.0,36.67
108048,MG,25.0,48.33
106391,MG,25.0,38.18
108550,MG,25.0,55.18
105662,MG,25.0,60.0
108738,MG,25.0,45.54
105701,MG,25.0,50.36
108857,MG,25.0,40.72
108705,MG,25.0,30.91
107665,MG,25.0,35.89
107257,MG,25.0,26.79
106797,MG,25.0,25.0
106014,MG,25.0,21.43
107563,MG,25.0,31.07
107661,MG,25.0,26.25
107549,MG,25.1,33.93
107512,MG,25.21,33.93
106719,MG,25.32,33.93
106292,MG,25.42,32.0
106268,MG,25.42,29.09
109064,MG,25.42,27.04
106132,MG,25.42,25.0
107174,MG,25.42,32.14
107253,MG,25.42,24.74
108735,MG,25.42,24.49
106422,MG,25.42,32.14
108551,MG,25.42,23.98
108022,MG,25.42,24.24
106059,MG,25.42,23.72
106077,MG,25.42,27.27
108024,MG,25.42,23.22
107363,MG,25.42,23.47
109063,MG,25.42,22.96
108912,MG,25.42,25.0
108006,MG,25.42,22.7
109149,MG,25.42,22.2
107788,MG,25.42,22.45
106976,MG,25.42,23.21
108010,MG,25.42,21.94
109240,MG,25.42,21.43
106006,MG,25.42,21.43
107373,MG,25.42,21.68
108916,MG,25.43,32.73
107680,MG,25.54,32.73
108622,MG,25.65,32.73
105776,MG,25.76,32.73
108494,MG,25.87,32.73
106101,MG,25.98,32.73
107952,MG,26.09,32.73
107464,MG,26.2,32.73
105883,MG,26.31,32.73
109097,MG,26.42,32.73
109175,MG,26.53,32.14
108314,MG,26.64,32.14
106654,MG,26.67,32.14
107248,MG,26.67,32.14
108375,MG,26.67,32.14
108968,MG,26.67,32.14
106218,MG,26.67,32.14
106601,MG,26.67,32.14
107007,MG,26.67,32.14
107047,MG,26.67,32.14
108388,MG,26.67,30.65
106275,MG,26.67,32.14
106129,MG,26.67,32.73
106533,MG,26.67,28.57
107403,MG,26.67,28.69
107937,MG,26.67,28.82
108158,MG,26.67,28.94
109132,MG,26.67,29.06
108709,MG,26.67,45.45
105778,MG,26.67,29.19
107567,MG,26.67,29.31
107845,MG,26.67,29.43
105766,MG,26.67,29.56
108163,MG,26.67,29.68
107941,MG,26.67,29.8
108320,MG,26.67,29.92
107006,MG,26.67,30.05
107629,MG,26.67,30.91
108863,MG,26.67,30.17
107657,MG,26.67,30.29
108159,MG,26.67,30.42
108556,MG,26.67,30.54
109037,MG,26.67,30.66
107781,MG,26.67,30.79
108427,MG,26.75,32.14
109315,MG,26.86,32.14
107402,MG,26.97,32.14
105962,MG,27.08,32.14
109129,MG,27.12,30.91
108109,MG,27.12,38.18
106274,MG,27.12,23.64
108549,MG,27.12,23.46
108049,MG,27.12,23.55
107249,MG,27.12,23.18
106614,MG,27.12,23.28
106241,MG,27.12,23.37
107052,MG,27.12,32.46
108127,MG,27.12,22.91
107060,MG,27.12,23.0
106715,MG,27.12,23.09
108946,MG,27.12,22.73
108658,MG,27.12,22.82
106478,MG,27.12,34.55
106734,MG,27.12,22.64
107544,MG,27.12,22.37
107521,MG,27.12,22.46
107064,MG,27.12,22.55
106323,MG,27.12,23.64
108914,MG,27.12,22.28
108616,MG,27.12,21.82
109131,MG,27.12,22.18
108186,MG,27.12,22.09
107972,MG,27.12,21.91
108956,MG,27.12,22.0
108275,MG,27.19,32.14
108152,MG,27.3,32.14
108124,MG,27.41,32.14
108915,MG,27.52,32.14
107416,MG,27.63,32.14
109167,MG,27.74,32.14
108813,MG,27.85,32.14
107939,MG,27.96,32.14
109341,MG,28.07,32.14
106191,MG,28.18,32.14
106219,MG,28.29,32.14
106256,MG,28.33,30.36
109065,MG,28.33,26.79
106729,MG,28.33,28.57
106273,MG,28.33,25.0
107957,MG,28.33,27.23
107618,MG,28.33,49.09
108078,MG,28.33,29.46
108570,MG,28.33,31.7
109035,MG,28.33,31.65
106238,MG,28.33,32.79
106535,MG,28.33,33.93
109069,MG,28.33,28.23
108431,MG,28.33,29.37
108397,MG,28.33,30.51
109182,MG,28.33,25.95
108934,MG,28.33,27.09
106412,MG,28.33,23.21
107539,MG,28.33,24.81
108865,MG,28.33,23.67
108009,MG,28.33,22.53
109180,MG,28.33,20.25
107061,MG,28.33,21.39
106009,MG,28.33,14.55
109236,MG,28.33,17.97
107811,MG,28.33,19.11
109125,MG,28.33,16.83
107819,MG,28.33,15.69
106100,MG,28.4,32.14
108947,MG,28.51,32.14
106834,MG,28.62,32.14
107927,MG,28.73,32.14
106074,MG,28.81,43.27
106726,MG,28.81,25.82
106222,MG,28.81,31.64
105865,MG,28.81,37.45
106257,MG,28.81,20.0
106508,MG,28.81,35.12
107946,MG,28.81,24.35
108572,MG,28.81,28.7
109061,MG,28.81,33.05
109350,MG,28.81,37.4
108228,MG,28.81,41.07
108383,MG,28.81,41.75
108352,MG,28.81,46.11
108780,MG,28.81,50.46
109239,MG,28.81,36.36
108858,MG,28.81,54.81
106172,MG,28.81,32.73
108274,MG,28.81,59.16
105907,MG,28.81,30.36
106416,MG,28.81,29.09
109183,MG,28.81,63.51
106367,MG,28.81,25.45
105668,MG,28.81,67.86
106039,MG,28.81,17.86
108398,MG,28.81,55.36
107918,MG,28.81,42.86
108123,MG,28.81,30.36
107803,MG,28.84,32.14
106723,MG,28.95,32.14
106400,MG,29.06,32.14
108737,MG,29.17,30.91
108265,MG,29.28,30.91
106399,MG,29.39,30.91
106794,MG,29.5,30.91
106192,MG,29.61,30.91
106174,MG,29.72,30.91
108129,MG,29.83,30.91
106831,MG,29.94,30.91
108112,MG,30.0,29.16
106248,MG,30.0,23.21
108378,MG,30.0,26.55
106539,MG,30.0,26.79
109094,MG,30.0,26.31
108190,MG,30.0,25.82
107432,MG,30.0,26.06
106140,MG,30.0,26.36
108363,MG,30.0,25.34
105765,MG,30.0,25.58
106330,MG,30.0,25.09
108359,MG,30.0,24.85
107809,MG,30.0,24.61
106175,MG,30.0,23.64
109242,MG,30.0,24.37
107815,MG,30.0,24.12
109123,MG,30.0,23.88
107369,MG,30.05,30.91
106623,MG,30.16,30.91
106736,MG,30.27,30.91
108619,MG,30.38,30.91
108458,MG,30.49,30.91
106134,MG,30.51,29.09
106833,MG,30.51,28.57
106738,MG,30.51,27.01
106594,MG,30.51,27.53
106340,MG,30.51,28.05
107615,MG,30.51,25.97
107398,MG,30.51,26.49
109040,MG,30.51,25.44
106610,MG,30.51,24.92
108774,MG,30.51,22.84
107915,MG,30.51,23.36
107814,MG,30.51,23.88
105945,MG,30.51,24.4
109128,MG,30.51,21.8
108955,MG,30.51,22.32
108460,MG,30.51,21.28
109300,MG,30.51,20.24
109124,MG,30.51,20.76
106572,MG,30.6,30.91
107067,MG,30.71,30.91
106681,MG,30.82,30.91
106279,MG,30.93,30.91
107145,MG,31.04,30.91
109021,MG,31.15,30.36
107519,MG,31.26,30.36
107395,MG,31.37,30.36
107565,MG,31.48,30.36
108430,MG,31.59,30.36
108951,MG,31.67,18.67
108573,MG,31.67,19.19
108396,MG,31.67,19.72
106137,MG,31.67,29.33
106740,MG,31.67,18.15
107626,MG,31.67,29.09
109309,MG,31.67,17.63
109313,MG,31.67,17.11
106179,MG,31.67,16.07
108308,MG,31.67,16.59
108369,MG,31.7,30.36
109222,MG,31.81,30.36
106203,MG,31.92,30.36
106079,MG,32.03,30.36
109336,MG,32.14,30.36
106711,MG,32.2,29.58
107813,MG,32.2,29.82
108348,MG,32.2,30.06
106722,MG,32.2,30.3
109346,MG,32.2,30.55
108277,MG,32.2,30.79
106141,MG,32.2,42.59
105771,MG,32.2,42.86
105781,MG,32.2,31.03
108653,MG,32.2,31.27
109126,MG,32.2,31.52
105941,MG,32.2,31.76
105691,MG,32.2,32.0
106458,MG,32.2,32.73
106931,MG,32.2,32.24
108014,MG,32.2,32.49
108499,MG,32.25,30.36
107923,MG,32.36,30.36
107254,MG,32.47,30.36
106579,MG,32.58,30.36
105963,MG,32.69,30.36
108433,MG,32.8,30.36
108761,MG,32.91,29.09
107527,MG,33.02,29.09
106339,MG,33.13,29.09
107928,MG,33.24,29.09
106573,MG,33.33,42.32
107178,MG,33.33,40.45
108931,MG,33.33,41.52
107945,MG,33.33,41.79
106593,MG,33.33,42.06
109024,MG,33.33,40.98
105933,MG,33.33,41.25
109150,MG,33.33,40.72
107459,MG,33.35,29.09
107421,MG,33.46,29.09
106239,MG,33.57,29.09
106088,MG,33.68,29.09
107692,MG,33.79,29.09
107546,MG,33.9,29.09
108356,MG,33.9,40.18
109307,MG,33.9,39.91
109074,MG,33.9,39.64
109181,MG,33.9,39.38
107560,MG,33.9,39.11
105768,MG,33.9,37.5
107682,MG,33.9,38.84
107515,MG,33.9,38.57
109119,MG,33.9,38.3
109304,MG,33.9,38.04
107374,MG,33.9,37.77
105804,MG,34.01,29.09
108783,MG,34.12,29.09
106177,MG,34.23,29.09
108565,MG,34.34,29.09
105821,MG,34.45,29.09
108148,MG,34.56,29.09
106682,MG,34.67,29.09
107033,MG,34.78,29.09
109338,MG,34.89,28.57
106599,MG,35.0,28.57
107641,MG,35.0,56.36
108005,MG,35.0,54.44
106852,MG,35.0,52.51
108332,MG,35.0,50.59
107176,MG,35.0,40.96
108967,MG,35.0,48.66
109148,MG,35.0,46.74
108017,MG,35.0,44.81
106710,MG,35.0,42.89
108740,MG,35.11,28.57
107683,MG,35.22,28.57
107675,MG,35.33,28.57
107541,MG,35.44,28.57
108192,MG,35.55,28.57
107627,MG,35.59,39.04
109070,MG,35.59,37.11
108236,MG,35.59,67.27
108659,MG,35.59,33.26
107365,MG,35.59,35.19
106003,MG,35.59,27.27
108426,MG,35.59,31.34
108612,MG,35.59,23.64
108718,MG,35.59,29.41
109310,MG,35.59,27.49
108812,MG,35.59,25.56
109057,MG,35.66,28.57
108054,MG,35.77,28.57
107691,MG,35.88,28.57
106108,MG,35.99,28.57
108952,MG,36.1,28.57
108128,MG,36.21,28.57
106591,MG,36.32,28.57
107433,MG,36.43,28.57
107015,MG,36.54,28.57
108981,MG,36.65,28.57
109018,MG,36.67,64.85
108869,MG,36.67,62.42
108734,MG,36.67,60.0
109073,MG,36.67,57.57
107645,MG,36.67,45.45
108954,MG,36.67,55.15
108029,MG,36.67,52.72
107401,MG,36.67,50.3
108428,MG,36.67,47.87
107013,MG,36.76,28.57
106716,MG,36.87,28.57
108188,MG,36.98,28.57
108679,MG,37.09,27.27
108675,MG,37.2,27.27
107371,MG,37.29,47.93
108810,MG,37.29,50.4
107889,MG,37.29,52.88
106929,MG,37.29,55.36
106949,MG,37.29,53.49
108498,MG,37.31,27.27
108462,MG,37.42,27.27
106200,MG,37.53,27.27
105830,MG,37.64,27.27
107688,MG,37.75,27.27
106983,MG,37.86,27.27
106093,MG,37.97,27.27
107462,MG,38.08,27.27
106204,MG,38.19,27.27
106645,MG,38.3,27.27
108187,MG,38.33,51.61
107974,MG,38.41,26.79
108736,MG,38.52,26.79
107526,MG,38.63,26.79
106984,MG,38.74,26.79
108930,MG,38.85,26.79
108116,MG,38.96,26.79
108340,MG,38.98,47.87
105942,MG,38.98,49.74
108429,MG,38.98,44.12
105946,MG,38.98,46.0
106237,MG,38.98,42.25
108026,MG,38.98,40.38
108782,MG,39.07,26.79
108390,MG,39.18,26.79
106595,MG,39.29,26.79
107892,MG,39.4,26.79
107827,MG,39.51,26.79
105684,MG,39.62,26.79
106186,MG,39.73,26.79
108373,MG,39.84,26.79
108149,MG,39.95,25.45
108466,MG,40.06,25.45
108518,MG,40.17,25.45
107071,MG,40.28,25.45
105953,MG,40.39,25.45
108350,MG,40.5,25.45
108665,MG,40.61,25.45
105943,MG,40.68,38.51
108434,MG,40.72,25.45
105764,MG,40.83,25.45
106176,MG,40.94,25.45
106835,MG,41.05,25.45
108173,MG,41.16,25.0
107801,MG,41.27,25.0
107655,MG,41.38,25.0
106166,MG,41.49,25.0
108272,MG,41.6,25.0
106445,MG,41.67,36.63
107614,MG,41.67,34.76
108050,MG,41.7,25.0
108465,MG,41.81,25.0
107429,MG,41.92,25.0
106999,MG,42.03,25.0
106429,MG,42.14,25.0
108516,MG,42.25,25.0
105777,MG,42.36,25.0
106850,MG,42.37,32.89
108028,MG,42.37,31.02
105999,MG,42.37,27.27
106928,MG,42.37,29.14
108185,MG,42.47,25.0
106644,MG,42.58,25.0
107070,MG,42.69,25.0
105964,MG,42.8,25.0
108712,MG,42.91,25.0
108151,MG,43.02,23.64
109213,MG,43.13,23.64
108558,MG,43.24,23.64
105952,MG,43.35,23.64
108563,MG,43.46,23.64
109056,MG,43.57,23.64
107362,MG,43.68,23.64
108620,MG,43.79,23.64
108852,MG,43.9,23.64
106596,MG,44.01,23.64
108842,MG,44.07,26.11
107619,MG,44.07,24.96
107784,MG,44.07,22.64
107782,MG,44.07,23.8
106600,MG,44.12,23.64
108273,MG,44.23,23.64
106060,MG,44.34,23.64
106432,MG,44.45,23.64
108566,MG,44.56,23.21
105861,MG,44.67,23.21
107516,MG,44.78,23.21
107404,MG,44.89,23.21
106503,MG,45.0,16.86
107752,MG,45.0,21.49
107783,MG,45.0,19.18
107751,MG,45.0,20.33
105931,MG,45.0,18.02
106104,MG,45.0,23.21
107009,MG,45.11,23.21
106240,MG,45.22,23.21
108936,MG,45.33,23.21
108744,MG,45.44,23.21
107530,MG,45.55,23.21
107412,MG,45.66,23.21
107780,MG,45.76,15.71
106552,MG,45.76,14.55
106343,MG,45.77,23.21
106092,MG,45.88,23.21
107066,MG,45.99,23.21
106686,MG,46.1,23.21
106392,MG,46.21,23.21
106224,MG,46.32,23.21
108268,MG,46.43,23.21
109169,MG,46.54,21.82
106700,MG,46.65,21.82
107734,MG,46.67,14.55
108031,MG,46.67,14.55
106706,MG,46.67,14.55
107745,MG,46.67,14.55
108279,MG,46.76,21.82
107409,MG,46.87,21.82
108391,MG,46.98,21.82
107566,MG,47.09,21.82
107244,MG,47.2,21.82
106105,MG,47.31,21.82
106782,MG,47.42,21.82
106550,MG,47.46,14.55
108189,MG,47.53,21.82
107542,MG,47.64,21.82
106683,MG,47.75,21.82
108111,MG,47.86,21.82
106786,MG,47.97,21.82
106097,MG,48.08,21.82
106592,MG,48.19,21.82
105807,MG,48.3,21.82
106012,MG,48.33,27.27
107728,MG,48.33,20.91
105770,MG,48.41,21.82
106080,MG,48.52,21.82
105780,MG,48.63,21.82
107035,MG,48.74,21.43
107045,MG,48.85,21.43
109168,MG,48.96,21.43
108764,MG,49.07,21.43
107568,MG,49.15,25.82
106096,MG,49.18,21.43
108365,MG,49.29,21.43
108247,MG,49.4,21.43
105886,MG,49.51,21.43
106712,MG,49.62,21.43
106170,MG,49.73,21.43
108361,MG,49.84,21.43
106207,MG,49.95,21.43
105843,MG,50.0,24.36
108677,MG,50.06,20.0
106665,MG,50.17,20.0
108953,MG,50.28,20.0
106347,MG,50.39,20.0
107893,MG,50.5,20.0
108741,MG,50.61,20.0
106801,MG,50.72,20.0
108269,MG,50.83,20.0
106643,MG,50.85,22.91
106803,MG,50.94,20.0
106854,MG,51.05,19.64
108491,MG,51.16,19.64
108278,MG,51.27,19.64
105856,MG,51.38,19.64
106974,MG,51.49,19.64
107959,MG,51.6,19.64
106646,MG,51.67,21.45
106396,MG,51.71,19.64
106982,MG,51.82,18.18
109348,MG,51.93,18.18
108102,MG,52.04,18.18
108342,MG,52.15,18.18
107046,MG,52.26,18.18
108765,MG,52.37,18.18
106830,MG,52.48,17.86
106557,MG,52.54,20.0
108384,MG,52.59,17.86
107431,MG,52.7,17.86
108110,MG,52.81,17.86
109312,MG,52.92,16.36
106406,MG,53.03,16.36
107924,MG,53.14,16.36
106521,MG,53.25,16.36
109001,MG,53.33,34.11
107779,MG,53.33,27.05
108310,MG,53.36,16.07
107062,MG,53.47,16.07
106520,MG,53.58,16.07
106405,MG,53.69,16.07
106426,MG,53.8,14.55
106068,MG,53.91,14.55
106811,MG,54.02,10.91
106448,MG,54.13,9.09
108778,MG,54.24,41.16
105705,MG,54.24,48.21
107643,MG,54.24,21.21
109221,MG,54.35,33.33
107177,MG,54.46,45.45
108985,MG,54.57,45.61
108987,MG,54.68,45.77
108989,MG,54.79,45.94
108033,MG,54.9,46.1
107364,MG,55.0,35.02
108610,MG,55.01,46.26
106364,MG,55.12,46.42
107754,MG,55.23,46.59
108988,MG,55.34,46.75
108986,MG,55.45,46.91
109231,MG,55.56,47.07
109235,MG,55.67,47.24
108618,MG,55.78,47.4
108990,MG,55.89,47.56
106549,MG,55.93,25.45
106556,MG,55.93,21.82
106551,MG,55.93,21.82
109238,MG,56.0,47.72
106319,MG,56.11,47.89
108196,MG,56.22,48.05
107132,MG,56.33,48.21
109108,MG,56.44,73.21
105772,MG,56.55,70.66
108193,MG,56.66,68.11
109067,MG,56.67,24.72
107978,MG,56.77,65.56
106745,MG,56.88,63.01
108707,MG,56.99,60.46
109273,MG,57.1,57.91
108748,MG,57.21,55.36
109245,MG,57.32,53.67
105688,MG,57.43,51.98
106787,MG,57.54,50.28
105675,MG,57.63,24.0
107977,MG,57.65,48.59
106015,MG,57.76,46.9
106363,MG,57.87,45.2
108711,MG,57.98,43.51
106492,MG,58.09,41.82
107152,MG,58.2,30.91
108617,MG,58.31,30.91
109005,MG,58.33,23.27
107467,MG,58.42,30.91
106398,MG,58.53,30.91
105697,MG,58.64,30.91
106611,MG,58.75,30.91
107358,MG,58.86,30.91
107154,MG,58.97,26.79
107329,MG,59.08,23.64
105762,MG,59.19,25.26
108614,MG,59.3,26.87
107740,MG,59.32,67.86
106555,MG,59.32,21.82
109068,MG,59.32,22.55
105854,MG,59.41,28.49
106748,MG,59.52,30.1
106637,MG,59.63,31.72
106365,MG,59.74,33.33
108715,MG,59.85,34.95
107465,MG,59.96,36.56
107426,MG,60.0,53.81
106276,MG,60.0,60.83
109060,MG,60.0,46.78
108358,MG,60.07,38.18
107186,MG,60.18,23.21
106542,MG,60.29,28.75
106749,MG,60.4,34.29
107466,MG,60.51,39.83
106028,MG,60.62,45.37
109000,MG,60.73,50.91
107117,MG,60.84,29.09
106058,MG,60.95,21.43
105696,MG,61.02,49.09
106554,MG,61.02,36.36
106558,MG,61.02,32.73
105680,MG,61.02,39.76
106544,MG,61.06,23.3
106543,MG,61.17,25.16
106011,MG,61.28,27.03
107255,MG,61.39,28.9
107981,MG,61.5,30.76
106413,MG,61.61,32.63
106689,MG,61.72,34.49
106499,MG,61.83,36.36
109007,MG,61.94,33.93
107053,MG,62.05,30.36
107158,MG,62.16,29.09
106547,MG,62.27,30.97
109277,MG,62.38,32.86
106540,MG,62.49,34.74
105972,MG,62.6,36.62
105693,MG,62.71,38.51
105767,MG,62.82,40.39
106791,MG,62.93,42.27
106421,MG,63.04,44.15
106084,MG,63.15,46.04
105889,MG,63.26,47.92
106942,MG,63.33,56.36
109062,MG,63.33,63.64
107753,MG,63.33,70.91
105870,MG,63.37,49.8
106394,MG,63.48,51.69
105786,MG,63.59,53.57
106016,MG,63.7,37.5
107217,MG,63.81,34.55
106510,MG,63.92,32.73
107124,MG,64.03,32.14
105800,MG,64.14,17.86
106491,MG,64.25,12.5
105981,MG,64.36,16.96
106085,MG,64.47,21.43
106805,MG,64.58,25.89
106633,MG,64.69,30.36
107982,MG,64.8,34.82
106038,MG,64.91,39.28
106932,MG,65.0,67.63
106926,MG,65.0,64.35
106940,MG,65.0,61.07
106054,MG,65.02,43.75
109343,MG,65.13,48.21
106350,MG,65.24,52.68
105797,MG,65.35,57.14
107183,MG,65.46,34.55
105876,MG,65.57,34.55
107194,MG,65.68,32.14
105851,MG,65.79,32.29
106548,MG,65.9,32.44
106541,MG,66.01,32.59
107411,MG,66.1,57.79
105980,MG,66.12,32.74
106756,MG,66.23,32.89
106000,MG,66.34,33.04
106041,MG,66.45,33.19
108909,MG,66.56,33.34
108719,MG,66.67,33.5
106471,MG,66.78,33.65
106393,MG,66.89,33.8
107260,MG,67.0,33.95
106753,MG,67.11,34.1
105849,MG,67.22,34.25
106049,MG,67.33,34.4
107351,MG,67.44,34.55
107216,MG,67.55,33.93
107175,MG,67.66,28.57
106495,MG,67.77,26.79
107325,MG,67.88,25.45
107054,MG,67.99,23.64
106150,MG,68.1,23.64
106153,MG,68.21,21.82
106546,MG,68.32,23.7
106050,MG,68.43,25.58
105827,MG,68.54,27.46
107037,MG,68.65,29.33
106743,MG,68.76,31.21
105850,MG,68.87,33.09
107259,MG,68.98,34.97
106690,MG,69.09,36.85
106468,MG,69.2,38.73
106010,MG,69.31,40.61
105908,MG,69.42,42.49
108910,MG,69.53,44.36
106957,MG,69.64,46.24
105906,MG,69.75,48.12
106670,MG,69.86,50.0
107157,MG,69.97,42.86
107414,MG,70.0,54.51
107418,MG,70.0,51.23
106168,MG,70.08,36.36
106155,MG,70.19,32.14
105791,MG,70.3,27.27
106178,MG,70.41,25.0
106496,MG,70.52,20.0
107338,MG,70.63,18.18
106453,MG,70.74,17.86
107348,MG,70.85,14.55
106505,MG,70.96,5.36
106403,MG,71.07,8.55
105973,MG,71.18,11.74
108477,MG,71.19,47.96
108468,MG,71.19,44.68
107494,MG,71.19,41.4
105841,MG,71.29,14.93
106479,MG,71.4,18.12
106029,MG,71.51,21.31
106402,MG,71.62,24.5
108486,MG,71.67,38.12
108996,MG,71.67,25.0
107495,MG,71.67,31.56
107491,MG,71.67,34.84
107493,MG,71.67,28.28
105891,MG,71.73,27.69
106818,MG,71.84,30.88
106634,MG,71.95,34.07
106013,MG,72.06,37.26
106046,MG,72.17,40.45
105794,MG,72.28,43.64
107112,MG,72.39,32.14
105788,MG,72.5,32.14
107335,MG,72.61,25.45
106063,MG,72.72,25.45
107155,MG,72.83,18.18
108483,MG,72.88,24.7
107492,MG,72.88,24.4
106498,MG,72.94,14.29
108613,MG,73.05,16.08
106042,MG,73.16,17.86
106952,MG,73.27,19.64
105899,MG,73.38,21.43
109247,MG,73.49,23.22
106615,MG,73.6,25.0
105897,MG,73.71,26.78
107264,MG,73.82,28.57
106005,MG,73.93,30.36
106020,MG,74.04,32.14
107133,MG,74.15,29.09
106136,MG,74.26,29.09
106156,MG,74.37,27.27
106146,MG,74.48,26.79
106450,MG,74.58,24.1
107332,MG,74.59,25.45
107334,MG,74.7,25.0
107113,MG,74.81,23.64
106509,MG,74.92,23.21
108469,MG,75.0,23.81
106152,MG,75.03,23.21
105887,MG,75.14,24.16
105997,MG,75.25,25.11
109234,MG,75.36,26.07
106004,MG,75.47,27.02
106476,MG,75.58,27.97
107275,MG,75.69,28.92
105880,MG,75.8,29.87
105904,MG,75.91,30.83
105982,MG,76.02,31.78
105789,MG,76.13,32.73
107283,MG,76.24,32.14
107423,MG,76.27,23.51
107212,MG,76.35,28.57
106501,MG,76.46,28.57
107353,MG,76.57,27.27
108998,MG,76.67,23.21
107120,MG,76.68,26.79
106139,MG,76.79,23.64
107191,MG,76.9,20.0
106143,MG,77.01,16.07
105971,MG,77.12,21.22
106809,MG,77.23,26.37
106798,MG,77.34,31.52
106822,MG,77.45,36.67
106502,MG,77.56,41.82
106506,MG,77.67,38.18
106955,MG,77.78,28.57
106966,MG,77.89,23.21
107407,MG,77.97,24.28
105895,MG,78.0,27.06
106142,MG,78.11,30.91
108182,MG,78.22,28.57
108480,MG,78.33,25.35
108474,MG,78.33,26.43
108484,MG,78.33,27.5
98964,MH,1.73,83.64
100686,MH,1.78,80.0
94599,MH,1.82,80.0
100655,MH,1.87,80.0
98944,MH,1.91,80.0
98955,MH,1.96,80.0
98952,MH,2.0,80.0
96188,MH,2.05,78.18
98951,MH,2.09,78.18
98947,MH,2.14,78.18
97384,MH,2.18,76.36
101523,MH,2.22,76.36
98956,MH,2.27,76.36
95838,MH,2.31,76.36
98960,MH,2.36,76.36
93387,MH,2.4,74.55
93390,MH,2.45,74.55
96046,MH,2.49,74.55
101979,MH,2.54,74.55
100365,MH,2.58,74.55
101506,MH,2.63,74.55
98963,MH,2.67,74.55
99807,MH,2.71,72.73
101216,MH,2.76,72.73
100937,MH,2.8,72.73
96038,MH,2.85,72.73
99105,MH,2.89,72.73
101151,MH,2.94,72.73
96050,MH,2.98,72.73
96045,MH,3.03,72.73
98948,MH,3.07,72.73
101431,MH,3.12,72.73
101295,MH,3.16,72.73
98959,MH,3.2,72.73
93370,MH,3.25,70.91
100690,MH,3.29,70.91
101502,MH,3.34,70.91
101163,MH,3.38,70.91
101215,MH,3.43,70.91
99844,MH,3.47,70.91
93708,MH,3.52,70.91
99888,MH,3.56,69.09
101164,MH,3.61,69.09
100703,MH,3.65,69.09
100639,MH,3.69,69.09
99808,MH,3.74,69.09
93716,MH,3.78,69.09
101443,MH,3.83,69.09
100386,MH,3.87,69.09
94407,MH,3.92,69.09
100706,MH,3.96,69.09
93712,MH,4.01,69.09
101724,MH,4.05,67.27
96037,MH,4.1,67.27
99101,MH,4.14,67.27
96042,MH,4.18,67.27
100389,MH,4.23,67.27
101952,MH,4.27,67.27
101211,MH,4.32,67.27
100390,MH,4.36,67.27
96248,MH,4.41,67.27
101507,MH,4.45,67.27
95385,MH,4.5,67.27
101490,MH,4.54,67.27
100929,MH,4.59,65.45
96041,MH,4.63,65.45
100358,MH,4.67,65.45
101438,MH,4.72,65.45
100364,MH,4.76,65.45
97409,MH,4.81,65.45
94469,MH,4.85,65.45
99096,MH,4.9,65.45
101515,MH,4.94,65.45
93366,MH,4.99,63.64
97866,MH,5.03,63.64
101430,MH,5.08,63.64
94701,MH,5.08,58.79
93379,MH,5.12,63.64
94177,MH,5.16,63.64
98144,MH,5.21,63.64
99524,MH,5.25,63.64
101033,MH,5.26,41.21
97812,MH,5.3,63.64
94072,MH,5.34,63.64
94068,MH,5.39,63.64
94064,MH,5.43,63.64
94065,MH,5.48,63.64
94057,MH,5.52,63.64
94058,MH,5.57,63.64
94061,MH,5.61,63.64
101244,MH,5.65,61.82
101148,MH,5.7,61.82
100675,MH,5.74,61.82
101152,MH,5.79,61.82
100916,MH,5.83,61.82
97383,MH,5.88,61.82
101720,MH,5.92,61.82
101081,MH,5.97,61.82
101519,MH,6.01,61.82
99393,MH,6.06,61.82
94069,MH,6.1,61.82
101006,MH,6.14,60.0
100378,MH,6.19,60.0
101231,MH,6.23,60.0
100920,MH,6.28,60.0
100651,MH,6.32,60.0
100367,MH,6.37,60.0
97793,MH,6.41,60.0
101684,MH,6.46,60.0
100600,MH,6.5,60.0
98009,MH,6.55,60.0
93372,MH,6.59,60.0
93365,MH,6.63,60.0
101435,MH,6.68,60.0
99104,MH,6.72,60.0
97716,MH,6.77,60.0
98503,MH,6.78,23.64
100164,MH,6.78,17.58
98467,MH,6.81,60.0
97876,MH,6.86,60.0
95793,MH,6.9,60.0
98008,MH,6.95,60.0
94989,MH,6.99,60.0
98706,MH,7.02,5.45
